Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2010-03-04;6;885.7;19.2;25.1;21.4;20;87.8;66;8.9;2;
2010-03-05;22.8;885.6;18.5;28.7;22.8;18.3;78.5;51;7.8;2.2;
2010-03-06;0;881.3;18.5;29.7;23.2;19.3;76.5;46;12.5;2.4;
2010-03-07;17;883;18.1;27.8;22.5;17.8;77.8;51;7.1;2.1;
2010-03-08;11;883.8;18.2;27.6;22.2;18;79.5;55;9.2;3;
2010-03-09;0;885;19.4;28.5;22.4;20;83.8;55;9;2.4;
2010-03-10;5.8;885.6;17.3;30.2;23.1;18.7;73.6;31;7.5;1.9;
2010-03-11;0;884;16.7;30.4;23.7;17.8;66.8;39;7.3;1.8;
2010-03-12;0;884.5;18.1;29.9;23.7;19.6;72.9;45;7.9;2.3;
2010-03-13;0;885.1;18;30.5;23.8;18.5;72.5;39;11.7;1.8;
2010-03-14;0;886.3;17.4;26.6;22.5;19.1;73.5;54;11.3;2;
2010-03-15;.2;888.2;16.6;30.1;23.5;18;68;35;7.2;1.9;
2010-03-16;0;886.3;17;30.5;23.4;19.3;69.4;33;11.6;2.8;
2010-03-17;0;886.9;16.4;28.1;22.3;18.1;70.8;43;10.1;4;
2010-03-18;0;886.1;17;28.5;21.8;19.2;75.5;48;8.8;3;
2010-03-19;11.2;887.8;17.8;29.6;21.5;18.6;81.6;41;8.4;2;
2010-03-20;28.4;887.3;17.7;28.7;22.3;18.1;76.6;49;8.9;1.9;
2010-03-21;36.8;884.5;17.6;29.3;22.3;17.3;77.7;39;7.3;2.3;
2010-03-22;0;884;18.6;27.9;22.6;19.2;79.3;51;9.4;2.9;
2010-03-23;.6;885.6;18.7;26.6;21;19.1;87.5;63;8;1.2;
2010-03-24;22.6;886.6;18.8;27.2;22;18.6;83.1;55;8.6;2.2;
2010-03-25;1;885.5;18.3;27.5;21.7;19.4;81.6;51;7.5;2.4;
2010-03-26;3.2;887.7;17.7;28;22.9;19.6;74.3;45;8.5;2.8;
2010-03-27;0;885.5;17.4;28.2;22.6;19.1;73.1;49;8.9;2.9;
2010-03-28;2.6;885.8;16.7;28.4;22.6;17.6;70.6;45;7.8;2;
2010-03-29;0;884.8;17.6;28.4;21.4;18.1;80;47;7.7;1.4;
2010-03-30;42;886.4;17.5;28;21.4;17.4;80.6;47;7.8;1.4;
2010-03-31;12;885.4;18.2;27.4;21.1;17.9;84.6;55;9;1.2;
2010-04-01;5;884.5;18.5;26.6;21;18.4;86.5;62;10.7;1.9;
2010-04-02;65;885;18.5;25.8;20.6;17.4;88.3;67;7.5;1.2;
2010-04-03;8;885.8;18.6;26.6;21.1;17.9;86.5;59;7.5;2.2;
2010-04-04;40.6;886.4;18.6;26.4;20.3;18.5;90.5;64;7.8;1.5;
2010-04-05;50;886.9;18.5;28.1;21.6;18.2;84;53;6.1;1;
2010-04-06;5;883.4;19;27.4;21.3;18.3;87.5;59;7.3;1.7;
2010-04-07;43.8;883.7;13.9;26.4;20;16.2;70.9;38;8.8;2.3;
2010-04-08;0;884.9;12.5;26;19;13.6;67.8;41;8.5;2.3;
2010-04-09;0;886.2;10.9;25.8;19.2;14.3;60;36;8.8;2.7;
2010-04-10;0;887.5;11.9;26.2;20;13.1;61.3;40;8.8;2.3;
2010-04-11;0;886.4;12.3;25.6;20.2;15.9;61.6;41;8.9;2.9;
2010-04-12;0;886.5;11.3;24.2;19.4;13.7;60.4;41;9.3;3.3;
2010-04-13;0;888.3;12.7;25.6;19.7;14.7;65.7;42;9.6;3.7;
2010-04-14;0;889.2;14.7;26.3;20.1;15.9;72.5;49;9;3.5;
2010-04-15;0;888.1;15.7;27;21;16.9;73.1;48;9;3.5;
2010-04-16;0;887.3;14.7;28.2;22.2;17.4;64.8;36;7.3;2.4;
2010-04-17;0;887.3;15.6;28.3;22.5;16.9;66.6;40;7.5;2.4;
2010-04-18;0;888.8;16.9;28.7;23.3;19.1;68.5;46;8.9;2.8;
2010-04-19;0;888;17.6;28;23.1;19.8;72;50;7.3;2.4;
2010-04-20;0;886.7;17;27;22.9;19.3;70.2;51;7.2;2;
2010-04-21;0;887;15.4;28.6;23.4;17.8;62.2;39;6;2.1;
2010-04-22;0;886.2;13.6;29;22.7;15.8;59.6;33;5.7;1.4;
2010-04-23;0;886.8;13.5;29.6;23;15.6;58.4;32;6.7;1.4;
2010-04-24;0;887.2;14.2;29.4;23.1;16.3;59.5;38;8.3;2.1;
2010-04-25;0;886.9;14.8;27.8;23;19.7;60.9;44;9.3;3.2;
2010-04-26;0;886.8;14.3;28.8;22.5;17.2;61.8;32;7.4;2.1;
2010-04-27;0;887.6;13.6;29;22.6;16.1;60.3;31;8.1;1.6;
2010-04-28;0;887.5;12.5;28.8;22.5;16.1;56.1;32;8.5;2.1;
2010-04-29;0;887.7;14.2;28.1;22.5;16.5;61.3;40;7.5;1.9;
2010-04-30;0;886.4;15.2;28.5;22.2;16.4;66.9;38;6.9;1.5;
2010-05-01;1.4;887.7;16.1;28.3;22.6;18.7;68.7;39;7.3;2;
2010-05-02;0;887.2;15.3;28.1;22.2;16.8;67.2;38;10.2;1.8;
2010-05-03;0;887.6;14.8;26.7;21.8;17.5;65.5;45;10;3.6;
2010-05-04;0;887.6;13.2;27.1;21.4;16.8;61.6;38;7.6;2.6;
2010-05-05;0;885.6;12.5;27.1;20.8;14.8;61;32;5.2;1.5;
2010-05-06;0;887.4;12.4;29.3;21.6;13.4;58.4;29;7.1;1.5;
2010-05-07;0;888.1;13;29.2;22.8;15;55.9;33;6.7;1.8;
2010-05-08;0;886.7;14.3;29.6;23;16.2;60;36;6.6;1.5;
2010-05-09;0;886.6;15.3;29.8;22.9;16.9;64.5;35;6.3;1.5;
2010-05-10;0;885.1;16.4;27.2;20.9;16.8;76.5;51;9.1;2.6;
2010-05-11;2.4;885.1;15.6;26.7;19.9;16.1;78.2;46;8.1;2.1;
2010-05-12;0;885.2;12.8;26.6;19.9;14.5;65.3;42;8.7;1.9;
2010-05-13;0;887;10.7;28.2;19.1;12.1;60;37;6.4;1.8;
2010-05-14;0;887.9;14.1;29;21.4;13.6;65.3;41;11;1.8;
2010-05-15;0;888.3;15.8;29.4;22.4;15.7;68.4;37;6.9;1.8;
2010-05-16;0;886.9;13.8;29.3;22.6;16.1;63.1;25;6.3;1.8;
2010-05-17;0;887;11.2;28.9;21.8;14.2;54.3;28;10.1;2.2;
2010-05-18;0;886.5;13.3;28.4;22.4;15.7;57.4;40;7.7;2.1;
2010-05-19;0;886.5;15.8;29;22.4;16.3;68.5;41;8.1;1.6;
2010-05-20;0;886.1;16.3;28.5;22.2;18.9;70.8;43;7.6;1.9;
2010-05-21;0;884.8;12.2;28.4;21;13.2;61.1;29;9.2;2;
2010-05-22;0;884;10.2;28.6;20.3;12.4;54.7;28;9.6;2;
2010-05-23;0;884.2;11.2;29;20.9;13.1;56.5;32;7.8;1.6;
2010-05-24;0;885;13.4;29.8;22;14.9;59.8;35;9.3;1.6;
2010-05-25;0;885.7;16.5;28.6;21.6;17.2;74.2;45;10.6;1.8;
2010-05-26;20.8;888;17.2;27.9;22.2;17.3;75;45;7.6;2.3;
2010-05-27;.4;887.4;14.1;26.1;21.2;17.7;66.3;35;9;2.9;
2010-05-28;0;887.9;11.9;25;19.5;13.8;63.5;36;9.6;3;
2010-05-29;0;887.8;12.5;25.1;19.9;14.6;64.7;39;7.6;2.5;
2010-05-30;0;888.6;11.5;27.4;20;13.1;60.9;31;8.1;1.6;
2010-05-31;0;888.6;12.7;27.4;20.4;14.1;62.8;42;6.5;1.6;
2010-06-01;0;889.1;14.2;26.2;19.8;14.4;71.9;48;6.3;1.6;
2010-06-02;0;888.6;15;27.1;20.9;15.5;70.4;45;7;1.9;
2010-06-03;0;889.8;15.4;25.4;19.7;16.4;77.4;53;8;3.2;
2010-06-04;0;891;13.7;25.8;19.7;14.9;71;43;9.2;3.3;
2010-06-05;0;889.5;14;27;19.7;13.7;71.7;42;8.3;2.3;
2010-06-06;0;889;15.1;22.7;18;16;83.8;64;5.5;1.6;
2010-06-07;0;890.8;13.5;27.1;19.8;12.1;69.7;42;6.4;1.7;
2010-06-08;0;889.4;12.6;27.4;20.3;13.1;64;37;6.7;1.5;
2010-06-09;0;890;13;26.2;20;14.4;66.6;36;8.1;2.3;
2010-06-10;0;889.8;11.3;25.2;20;15.4;58.6;36;8.6;2.7;
2010-06-11;0;890.9;10.7;25.8;19.5;12.4;59;35;8.9;2.4;
2010-06-12;0;890.2;11.5;25.9;19.3;12.5;63.2;36;8;2.3;
2010-06-13;0;889.5;11.5;24.7;18.6;13.6;65.2;39;8.2;3;
2010-06-14;0;889.1;9.8;23.9;17.8;12.5;61;37;7.8;3.2;
2010-06-15;0;889.6;7.6;27.2;18.2;8.9;54;23;6.9;2.1;
2010-06-16;0;889.1;8.5;26.4;18.5;9.6;55.8;26;5.8;2;
2010-06-17;0;888.5;7.6;26.7;19.4;10.3;49.5;27;5.4;2;
2010-06-18;0;887.2;6.5;27.6;19.8;11;45.7;17;4.9;null;
2010-06-19;0;886.8;6.5;27.8;19.2;10.7;46.2;21;null;null;
2010-06-20;0;887;8.1;28.8;20;12;49.6;25;null;null;
2010-06-21;0;885.9;6.9;28.5;20.3;11.6;45.9;19;null;null;
2010-06-22;0;887.7;5.8;29.1;20.7;12.7;41;20;null;null;
2010-06-23;0;888.7;6.4;28.5;21.3;13.3;40.8;21;8.3;null;
2010-06-24;0;889.7;10.5;26;20.6;15;53.5;35;10.2;3.4;
2010-06-25;0;891.4;11.9;24.9;19.7;15.2;62.4;41;8;2.9;
2010-06-26;0;890.1;11.6;24.3;19.2;14.8;63.5;41;8.5;null;
2010-06-27;0;889.9;9.5;24.5;18.7;13.5;56.2;37;7.8;null;
2010-06-28;0;890.5;9.8;24.3;18.5;12.5;58.5;35;7.9;3;
2010-06-29;0;890.1;10.1;24.9;18.6;13.7;59.4;35;4.7;null;
2010-06-30;0;890.3;10.9;24.8;19;14.6;60.5;39;null;null;
2010-07-01;0;890.7;9.5;24.1;18.3;12.5;58.3;37;null;null;
2010-07-02;0;890;10.5;24.9;18.7;13.7;59.5;40;null;null;
2010-07-03;0;890.3;12.5;25.5;19.5;14.6;66.2;37;null;null;
2010-07-04;0;889.2;10.3;25.7;19.4;14.5;57.5;34;null;null;
2010-07-05;0;889.1;9.1;25;19;13.9;54.9;32;null;null;
2010-07-06;0;889.7;11.2;24.4;18.9;15.1;62.7;39;null;null;
2010-07-07;0;888;8.3;24;18.2;13.4;55.4;25;null;null;
2010-07-08;0;889.6;9.8;24.1;19.3;15.6;54.6;38;null;null;
2010-07-09;0;889.3;10.2;26.9;19.8;12.8;56.2;33;null;null;
2010-07-10;0;888;10;26.4;20.1;13.5;54.6;31;null;null;
2010-07-11;0;886.6;11;26.9;20.1;13.7;57.5;33;null;null;
2010-07-12;0;null;null;null;null;15.2;66.5;50;null;null;
2010-07-13;null;null;null;null;null;null;null;null;null;null;
2010-07-14;null;null;null;null;null;null;null;23;6.4;null;
2010-07-15;0;888.7;9.4;27.9;21.9;15.5;46;30;9.3;3;
2010-07-16;0;890.8;10.9;26.2;20.5;15.7;55.3;35;10.7;4.6;
2010-07-17;0;891.9;11.4;26;20.4;15.7;57.4;38;12.3;4.4;
2010-07-18;0;891.7;9.7;25.2;19.5;14.9;55.2;31;10.8;4.2;
2010-07-19;0;890.8;8.2;26.1;19.8;14.8;49;29;8.9;3.1;
2010-07-20;0;890.6;10.2;25.5;19.6;13.9;57.5;31;8.6;3.2;
2010-07-21;0;890.4;9.7;26.2;20.3;12.7;53.2;31;9;3;
2010-07-22;0;890.9;9.4;26.4;20.1;14.2;52.5;28;8.1;2.9;
2010-07-23;0;892.2;8;26.4;20.3;13.3;47.1;24;8.5;3.1;
2010-07-24;0;890.9;6.2;24.9;19.2;14.1;44.5;23;12.6;4.3;
2010-07-25;0;891.1;7.5;23.3;18.1;13.5;51.3;34;10.7;3.3;
2010-07-26;0;890.3;9;24.6;18.5;12.9;55.5;33;7.8;2.3;
2010-07-27;0;890;9;24.7;19;14.1;55;32;9.6;3.4;
2010-07-28;0;891;10.1;25.6;19.3;15.4;56.1;33;10.3;4.6;
2010-07-29;0;891.1;10.1;24.2;19.2;14.6;57.4;34;9.9;3.5;
2010-07-30;0;888.9;9.1;25.6;19.4;14;54.5;27;10.6;3.6;
2010-07-31;0;887.5;8.2;26.4;20.1;14.7;48;28;8.8;2.7;
2010-08-01;0;887.7;7;27.2;20.5;12.4;45;20;8;2.5;
2010-08-02;0;888.7;6.4;26;20.7;14.2;40.9;26;10.7;3.3;
2010-08-03;0;null;null;25.4;null;13.3;49.9;30;7.4;null;
2010-08-04;null;889.5;7.2;26.5;20.3;15.8;44.3;24;9.4;3;
2010-08-05;0;889.9;7.2;26.4;19.9;13.8;45.8;26;9.2;2.6;
2010-08-06;0;889;7.2;27;19.7;13;47.2;25;8.9;2;
2010-08-07;0;889.3;6.8;27.6;21;12.7;42;24;8.4;2.3;
2010-08-08;0;890;6.3;28.2;21.5;12.8;39.8;21;6.9;2.2;
2010-08-09;0;889.9;5;28.4;21.6;13.6;37.3;17;8;2.2;
2010-08-10;0;890.4;3.3;28.7;22;13.3;31.7;16;8.7;2.7;
2010-08-11;0;890.9;4.2;26.9;21.4;16.2;33.2;23;11;4.1;
2010-08-12;0;890.9;8.5;25.3;19.5;14.5;50.1;34;10.5;3.9;
2010-08-13;0;891.4;7.2;25.7;19.4;11.7;47.9;26;7.7;2.1;
2010-08-14;0;888.8;5.5;28.1;20.7;12;40.3;19;7.7;2;
2010-08-15;0;888.8;6.9;28;20.8;13.9;43;24;7.1;2.2;
2010-08-16;0;889.1;6.7;27.3;20.3;14.4;42.9;24;8;2.7;
2010-08-17;0;890.5;9.2;25.7;19;13.1;55.3;32;10.7;4;
2010-08-18;0;890.8;6.1;24.8;18.1;12.6;47.5;26;10.2;4;
2010-08-19;0;890.1;5.1;22.3;16;11;49.8;30;10;4.2;
2010-08-20;0;889.7;5.1;25.2;17.1;10.7;48.7;22;8.5;3.2;
2010-08-21;0;890.1;5.2;26.1;19.3;11.8;41;24;9.8;3.2;
2010-08-22;0;890.5;7;26.8;20.6;15.1;42.3;27;10.1;3.7;
2010-08-23;0;889.4;5.9;27.5;20.9;15.2;39.5;21;10.2;3.4;
2010-08-24;0;888.8;3.3;27.7;21.4;15.9;31.5;16;7.9;3;
2010-08-25;0;888.8;5.1;27.7;21.1;12.3;37.1;19;8.1;2.9;
2010-08-26;0;888.3;5.9;28.5;21.9;12.9;37.1;22;8;2.3;
2010-08-27;0;887.3;6.7;29.7;23.3;15.2;36.4;22;7.5;2.1;
2010-08-28;0;886.9;6.1;30.7;24;15.7;33.6;18;7.4;2.3;
2010-08-29;0;887.3;6.4;30.9;24.5;18.7;32.4;20;7.6;2.9;
2010-08-30;0;887.8;6.6;29.3;23.2;16.5;36;21;9.5;3.2;
2010-08-31;0;888.3;7.7;27.4;22.4;17.4;39.3;31;10.6;4.3;
2010-09-01;0;889.1;8.7;26.9;21.1;16.4;46.3;28;10;4.3;
2010-09-02;0;890.5;8.6;28;21.4;15.3;45.7;25;9.6;2.9;
2010-09-03;0;889.8;5.7;28.3;22.1;16.4;37.3;18;8.4;2.9;
2010-09-04;0;888.9;1.6;29.9;22.9;15.2;26.8;10;7.6;2.2;
2010-09-05;0;888.3;3.1;30.9;23.2;14.2;29.5;14;9.1;1.9;
2010-09-06;0;889.4;3.1;30.7;23.8;16.9;27.5;14;11.1;3;
2010-09-07;0;889.4;5.4;28.9;22.7;17;34.6;14;10.3;4;
2010-09-08;0;887.8;8.1;29.1;22.9;17.4;40.3;22;11.4;3.6;
2010-09-09;0;888.1;7.6;30.8;23.6;17.6;37.8;18;9.3;3.3;
2010-09-10;0;889.6;9.1;28.7;22.7;17.3;43.8;24;10.9;3.8;
2010-09-11;0;889.5;6.1;27.9;21.6;15.8;39.1;18;9.6;4.1;
2010-09-12;0;888.1;2.7;28.4;21.3;15;31.5;13;10.7;3.8;
2010-09-13;0;887.3;1.8;29.1;22.4;16.7;26.9;14;8.3;2.9;
2010-09-14;0;888;4.4;30.9;23.6;15.1;30.4;16;7.5;2.4;
2010-09-15;0;887.1;4.3;31.5;24.6;16.3;29.3;13;9.7;2.5;
2010-09-16;0;886.1;5.5;31.5;24.8;16.9;30.8;14;10;3.2;
2010-09-17;0;886.7;5.7;31.5;24.9;16.3;30.1;14;10.8;3.2;
2010-09-18;0;887.6;6.5;31.6;25.2;18.8;31.8;17;11.6;3.6;
2010-09-19;0;887.9;6.7;30.2;24.5;19.6;33;20;14;4.2;
2010-09-20;0;887.8;8.2;29.2;23;18.2;39.8;27;13.5;4.5;
2010-09-21;0;887.4;9.2;29;22.2;15.7;48.3;21;10.7;4.6;
2010-09-22;0;887.3;7.7;28.9;23.1;17.9;38.9;23;13;3.2;
2010-09-23;0;886.6;5.5;31.6;24.9;18.7;30.2;16;7.7;2.6;
2010-09-24;0;885.7;5.4;31.1;25.5;20.1;28.2;19;7.5;2.3;
2010-09-25;0;885.2;6.8;31.6;25.5;18.2;31.6;20;8.5;2.1;
2010-09-26;0;884.5;8.1;32.1;26;20;33.5;21;7.7;2.1;
2010-09-27;0;883.3;9.6;31.2;25.3;19.7;38.1;25;10.1;2.5;
2010-09-28;0;882.3;14.9;31.2;24;18.7;58.1;31;14;2.6;
2010-09-29;0;883.7;16.1;29.1;22.5;18.1;69.6;35;10.4;3.2;
2010-09-30;0;885.2;15.6;30;22.8;18.5;65.2;38;7.8;1.8;
2010-10-01;0;884.7;15.6;32.2;24.3;18.6;61;31;10.3;2.2;
2010-10-02;20;885.9;16.9;23.3;20.1;17.6;82.9;61;10;2.5;
2010-10-03;8.2;887.1;16.5;28.6;22.3;17.7;73;39;7.6;2.2;
2010-10-04;0;886.6;13.1;32;25.2;19.6;51.6;24;10.2;2.5;
2010-10-05;0;886;12.4;32.5;25.2;18.1;49.5;20;8;1.9;
2010-10-06;0;885.3;13.5;32.9;25.5;21.3;50.8;22;12.3;3;
2010-10-07;23;886;15.7;29.7;23.7;17.1;62.4;41;7.3;1.5;
2010-10-08;1;886.8;15.3;32.5;24.6;18.7;59.8;28;12.1;2.5;
2010-10-09;0;887.4;15.2;31.2;23.9;18.7;61.6;28;8.1;2.7;
2010-10-10;0;887.2;10.8;32.4;24.6;19.2;43.4;27;8.5;2.2;
2010-10-11;0;886.8;14.1;32.3;24.3;18.8;56.3;27;10.8;2.8;
2010-10-12;.2;886.5;13.9;32;24.4;18.5;55.3;25;9.4;1.9;
2010-10-13;2.2;886.3;15.6;30.7;23.7;18.4;62.6;35;9;2.4;
2010-10-14;0;887;15.1;30.9;24.7;18.4;56.8;34;8.5;2.5;
2010-10-15;.8;887.6;16.9;27.8;22.6;19.1;71.5;48;9;2.7;
2010-10-16;0;886.4;15.3;30.4;24.7;20.9;57.4;33;7.4;2.7;
2010-10-17;10.4;885.5;17.7;28.7;22.2;18.6;77.6;47;10.7;2.3;
2010-10-18;4.8;884.6;17.8;27.4;21.4;19.2;81;52;10.8;2;
2010-10-19;21.2;885.3;18;22.3;20.1;17.6;88.1;72;7.8;2;
2010-10-20;.2;885.2;17.6;27.9;21;18.3;81.8;48;7.8;1.9;
2010-10-21;8;885.1;16.8;30;23.6;18.3;68.9;37;6.6;1.8;
2010-10-22;0;884.6;16.6;28.6;22.7;19;70.2;47;10.6;2;
2010-10-23;23.4;884.1;16.9;27.5;21.8;17.3;75.3;45;8.9;2.7;
2010-10-24;10.6;883.7;17.7;26.9;20.4;17.6;85.2;54;8.6;1.4;
2010-10-25;5.8;883.3;17.9;25.1;20.3;18.4;86.4;63;10.2;2.2;
2010-10-26;2;882.4;18.3;26.8;21.1;17.6;85.3;54;7.5;1.7;
2010-10-27;26.4;882.2;16.4;28.2;22.1;17.8;73.7;38;7.4;2.2;
2010-10-28;0;883;14;30.2;22.9;16.3;62.7;23;7;1.8;
2010-10-29;0;883.5;14.7;30.7;23.1;17.7;61.3;34;14.2;1.8;
2010-10-30;.2;884.3;17;30;23.3;18.2;69.3;41;11.8;2.7;
2010-10-31;.2;886;18.5;23;20.7;20.2;87;73;7.6;2.2;
2010-11-01;9.6;885.9;17.8;27.3;22;18.8;78.7;49;6.6;2;
2010-11-02;.8;884.7;18;23.2;19.8;19;89.3;70;8.6;2.2;
2010-11-03;21;883.5;16.3;25.5;20.1;16.6;80.4;53;7.5;1.8;
2010-11-04;0;884.9;17.1;23.2;20.3;17.5;82.4;69;7.2;1.7;
2010-11-05;3.2;885.4;17.3;26.7;21.2;17.7;79.8;51;10.3;2.6;
2010-11-06;20.8;884.3;17.3;24.4;20.5;17.8;82.1;60;13.8;3.1;
2010-11-07;36.2;884.8;17.4;22.9;19.5;17.1;87.8;67;9;2.2;
2010-11-08;2.6;886.2;17.5;21.8;19.5;17.9;88.4;76;6;2.3;
2010-11-09;1.6;885.7;16.9;26.7;21.5;17.4;76.4;52;7.6;2.5;
2010-11-10;0;884.9;17.4;23.6;21;18.6;80.7;65;6.3;1.6;
2010-11-11;1.6;885.4;17.4;26;21.1;17;81;49;7.7;1.5;
2010-11-12;1.6;886.5;17.7;26.3;21.8;18.7;78.7;58;7.4;2.3;
2010-11-13;0;885.7;17.8;26.6;21.1;18.4;81.8;57;8.1;1.8;
2010-11-14;19.6;885.4;15.8;23.2;18.7;16.1;84.2;55;8.3;3;
2010-11-15;1.2;884.5;15.4;25.9;20;14.5;76.5;47;7.2;1.6;
2010-11-16;2.4;884.7;16.2;21.5;19.1;17.4;84;61;8.9;2.1;
2010-11-17;2.8;884.2;16.7;25.1;20.4;16.1;80.8;55;9.4;2.3;
2010-11-18;0;882.8;16.4;28.1;22.3;17.2;72;43;7.9;2.3;
2010-11-19;0;882.9;16.5;29.4;23.1;17.6;69.1;36;8.9;1.8;
2010-11-20;0;884.8;16.9;28.5;22.3;18.7;72.9;42;9;2;
2010-11-21;1;884.5;17.4;29.2;21.9;18.7;77.5;40;12.8;2.2;
2010-11-22;.8;883.1;17.8;27.1;20.2;18.3;86.4;54;11.6;1.9;
2010-11-23;48;880.8;16.8;27.1;20.5;17;79.9;54;10.6;3.2;
2010-11-24;1.6;881.1;17.4;28;21.7;17.8;78.2;48;8.8;2.6;
2010-11-25;7.6;883.3;17.6;26.9;21.5;18;79.4;53;9.1;2.9;
2010-11-26;0;884;17.7;28.4;22.1;19.1;77.5;44;9.9;2.2;
2010-11-27;7.6;883.3;17.6;29.2;22.8;18.4;75;42;6.3;2;
2010-11-28;5.4;883.2;16.8;28.5;22;17.5;75.5;46;10;2.3;
2010-11-29;29.6;884.2;17.8;26.6;20.7;17.8;84.1;56;9.2;2;
2010-11-30;0;884.1;18;28.7;22.8;18.8;76.6;43;11.4;2.3;
2010-12-01;28.8;884.3;18;25.9;20.7;17.6;85.6;64;9;2.4;
2010-12-02;1.8;884.9;17.4;24.9;21.1;18.4;80.4;52;10.1;1.8;
2010-12-03;0;884.6;16.8;30;22.1;16.8;74.1;38;8.9;1.7;
2010-12-04;4.8;884.4;17.6;28.2;24;19;68.1;48;7.6;1.9;
2010-12-05;13.2;884;17.6;28.8;22.7;17.7;74.3;47;12.8;2.3;
2010-12-06;40.6;884.2;17.9;27.5;21.1;18;83.4;52;8.4;1.8;
2010-12-07;.4;883.1;18.4;26.5;22.3;18.7;79.5;57;9.5;2.3;
2010-12-08;0;882.4;18.3;28.8;22.9;19;76.5;48;10.1;1.8;
2010-12-09;.2;881;18.9;28.1;22.6;19.8;79.9;49;6.4;1.8;
2010-12-10;.6;881.8;19.6;28;22.7;19.9;83.3;57;11.5;2.2;
2010-12-11;4.8;883.1;19.2;28.2;22.2;20;84.3;56;9;2.2;
2010-12-12;4;881.7;18.5;29;22.4;18.2;80.4;50;8.8;1.9;
2010-12-13;.8;879.3;19;28.6;22.3;19.2;82.5;48;9.2;2.3;
2010-12-14;3.2;879.5;18.5;25;21.4;19.3;84.1;67;11.3;2.7;
2010-12-15;20.4;881.2;18.5;23.8;20.3;18.9;89.8;72;8.9;1.9;
2010-12-16;29;883.8;17.3;23.2;19.6;17.4;87;67;12.6;3.3;
2010-12-17;2.8;884.3;14.8;27.3;22.3;17.5;64.8;36;9.4;2.5;
2010-12-18;0;883.7;16.4;27.4;20.6;18.6;77.8;48;9.2;1.7;
2010-12-19;27.4;883.7;16.4;27.1;20.8;16.4;77.5;43;9.6;2.3;
2010-12-20;0;886.2;15.2;25.8;19.5;14.4;77.6;48;11;2.1;
2010-12-21;2.4;887;16.6;27.6;21.4;16.2;75.6;46;7.9;1.9;
2010-12-22;0;886.2;15.9;28;22.6;17.7;68.5;36;6.8;1.8;
2010-12-23;0;883.6;15.3;29.8;23.8;17.7;62.1;26;7.2;1.5;
2010-12-24;0;883.8;17.1;26.8;21.4;18.9;77.3;56;14.5;1.8;
2010-12-25;44.6;884.6;16.9;28;20.8;17.3;79.9;45;9.1;2.1;
2010-12-26;7;884.5;18.1;26.3;20.8;18.4;85;57;10.1;2;
2010-12-27;9;883.4;17.6;27.7;21.8;18;78.8;51;8.7;2.5;
2010-12-28;12.8;882.2;18.2;26.6;21.2;17.8;83.9;59;10.2;2.7;
2010-12-29;22.8;880.8;18.3;25;20.5;18;87.3;68;12;3.3;
2010-12-30;22.4;879.9;18.3;23.3;19.9;18.2;90.5;72;11.2;2.9;
2010-12-31;11.2;880.2;18.2;23.1;20;18.3;90;74;13.5;4;
2011-01-01;16.2;881.4;18;24.6;19.5;17.7;91;66;8.9;3.2;
2011-01-02;15.2;880.7;17.5;19.3;18.5;17.9;94.2;88;12.6;4.7;
2011-01-03;12;880.2;17.5;19.8;18.4;17.5;94.2;90;12;4.9;
2011-01-04;16.4;882.7;18.2;23.1;19.5;18;92.6;74;9.7;3.3;
2011-01-05;10.4;884.7;18;27.1;20.8;17.9;84.8;55;11.1;2.2;
2011-01-06;8.4;885.4;18.1;25;20.2;18.8;88.7;59;6.3;1.8;
2011-01-07;10.8;885.4;18.3;26.7;21.6;18.4;82.5;58;12.1;2.5;
2011-01-08;2;885;17.3;27.8;22.3;17.3;75.3;48;8.6;2.3;
2011-01-09;0;884.4;17.4;25.4;21.9;19.6;75.8;61;6.8;2.2;
2011-01-10;0;882.9;17.3;26.6;21.2;17.6;79.2;55;12.1;2.3;
2011-01-11;0;882.4;17.4;27;20.5;18.2;82.8;56;16;3.6;
2011-01-12;2;883.6;17.7;25.5;19.8;18;88.3;64;12.3;4;
2011-01-13;1.4;884.2;17.2;23.5;19.5;17.3;87.1;67;13.1;4.8;
2011-01-14;1.4;884.6;17.7;27.3;21.1;18.4;82.5;55;10.5;3.1;
2011-01-15;12.6;883.5;18.3;26.4;21.3;18.9;83.8;59;9.4;2.7;
2011-01-16;0;883.4;16.8;28.1;22.6;18.8;71.6;47;9.3;2.4;
2011-01-17;1.2;884.8;16.9;28.6;22.8;17.5;71.9;43;8.6;1.7;
